[ə'bændən] v./n.放弃；放纵
['bɔmbæst] n.高调，夸大之辞
[bɔm'bæstik] a.夸夸其谈的
['bɔndidʒ] n.奴役，束缚
['bɔnit] n.圆帽，扁平软帽
[bu:m] n.繁荣昌盛时期；v.发出深沉有回响的声音
[bu:n] n.恩惠，天赐福利
[buə] n.举止粗野的人；乡下人
[bu:st] v.往上推；增加，提高
['bu:tlis] a.无益处的；无用的
[bɔ:] v.钻孔；使厌烦；n.孔；令人厌烦的人
['bɔ:dəm] n.厌烦；令人厌烦的事物
['bɔ:riŋ] a.无趣的，乏味的
['bɔtəni] n.植物学
['bəuldə] n.巨砾
['bu(:)kei] n.花束；芳香
[bə'dʒɔis] a.中产阶级的；自私拜物的
[baut] n.一回合，一阵
['bɔikət] v.抵制(贸易)
[breis] v.使稳固，架稳；n.支撑物
['breislit] n.手镯，臂镯
['breisiŋ] a.令人振奋的
['brækit] n.托架，支架
[bræɡ] v.吹嘘
[bræɡə'dəuʃiəu] n.吹牛大王；大吹大擂
['bræɡət] n.吹牛者
[breid] n.穗子；发辫；v.编成辫子
[breik] n.刹车；v.减速，阻止
[brænd] n.商标；烙印；v.在某事物上打烙印
['brændiʃ] v.(威胁性地)挥舞
[bræʃ] a.性急的；无礼的
['bra:si] a.厚脸皮的，无礼的
[bræt] n.孩子；顽童
[brə'vɑ:dəu] n.故作勇敢，虚张声势
[brə'vjuərə] n.华美乐段；a.华美的；显示技巧的
[brɔ:l] v./n.争吵，打架
['breizn] a.厚脸皮的
[bri:tʃ] n.裂缝，缺口；v.打破，裂开；违背
[bredθ] n.宽度
[bri:d] v.繁殖；教养；n.品种，种类
[braib] v.贿赂
['brikleiə(r)] n.砌砖盖房者，泥瓦匠
['braidl] n.马笼头，马缰；v.抑制，控制
[briŋk] n.(峭壁的)边沿，边缘
[brisk] a.敏捷的，活泼的；清新健康的
['brisl] n.短而硬的毛发；v.(毛)竖起；发怒
['britl] a.易碎的，脆弱的
[brəutʃ] v.开瓶；提出(讨论)
[brəu'ʃjuə] n.小册子，说明书
['brəukə] n.经纪人
['brəumaid] n.平庸的人或话；溴化物
[bru:d] n.一窝幼鸟；v.孵蛋；冥想
[bruk] n.小河
['braubi:t] v.欺侮；吓唬
[bru:z] v.受伤，擦伤
[bru:t] v.散布(谣言)
[brʌnt] n.主要冲击力或影响，矛头
[brʌsk] a.唐突的，鲁莽的
['bru:tl] a.残忍的；严酷的
[bru:t] n./a.野兽(的)；残忍的(人)
[bʌk] v.反对；n.雄鹿；雄兔
['bʌkit] n.圆桶
[bju:'kɔlik] a.乡村的；牧羊的
[bʌd] n.芽；花蕾
[bʌdʒ] v.移动一点儿；让步，改变立场
['bʌdʒit] n.预算
[bʌ'fu:n] n.演出时的丑角；粗俗而愚蠢的人
[bʌlb] n.植物的球茎；灯泡
[bʌldʒ] n./v.膨胀，鼓起
[bʌlk] n.体积；数量；大多数；大身躯
['buli] v.以强欺弱，威胁；n.欺负别人者
['bʌmpʃəs] a.傲慢的，自夸的
['bʌŋɡl] v.粗制滥造
[bɔi] n.浮标；救生圈；v.鼓励
['bɔiənt] a.有浮力的；快乐的
[bjuə'rɔkrəsi] n.官僚政治
['bə:dʒ(ə)n] v.迅速成长，发展
['beriəl] n.埋葬，埋藏
[bə:'lesk] n.讽刺或滑稽的戏剧
['bə:niʃ] v.擦亮，磨光
[bʌst] n.半身(雕)像
[bʌt] v.用头抵撞，顶撞；n.粗大的一端；烟蒂
['bʌtris] n.拱墙，拱壁；v.支持
['bailain] n.(列作者名字的)报刊文章首行
['bai,prɔdʌkt] n.副产品；副作用
['baistændə(r)] n.旁观者
[bi'zæntain] a.像迷宫似的；难变更的
[kə'bæl] n.政治阴谋小集团
['kæbinit] n.橱柜；内阁
[kæʃ] n.贮藏处；v.将„藏于
[kə'kɔfənəs] a.发音不和谐的，不协调的
[kæ'kɔfəni] n.难听的声音
[kə'det] n.军校或警官学校的学生
[kædʒ] v.乞讨；诈取，骗取
[kə'dʒəul] v.(以甜言蜜语)哄骗
[kə'læmiti] n.大灾祸，不幸之事
['kælsiəm] n.钙
['kælkjuleitid] a.蓄意的
['kælkjuleitiŋ] a.深谋远虑的，精明的
['kælkjuləs] n.微积分学；(医)结石
['kɔ:drən] n.(煮汤用的)大锅
['kælibreit] v.量„口径；精确校准
['kælipəz] n.测径器，双脚规
[kə'liɡrəfi] n.书法
['kæləs] a.起老茧的，结硬块的；无情的
['kæləu] a.(鸟)未生羽毛的；(人)未成熟的
['kæləri] n.卡路里；卡(热量单位)
[kə'lʌmnieit] v.诽谤，中伤
['kæləmni] n.诽谤，中伤
['kæmiəu] n.浮雕宝石；生动刻画；(演员)出演
['kæmuflɑ:ʒ] n./v.掩饰，伪装
[kæm'pein] n.战役；竞选活动
[kə'neəri] n.金丝雀；女歌星
['kændid] a.率直的
['kændidəsi] n.候选人的资格
['kændidit] n.候选人；参加考试的人
['kændə] n.坦白，率直
[kein] n.拐杖
['keinain] a.犬的，似犬的，犬科的
['kæni] a.精明仔细的
['kænən] n.真作,圣典
[kə'nɔnikəl] a.（教会）符合规定的，被收入真经的
['kænəpi] n.蚊帐，华盖
[kænt] n.斜坡，斜面；隐语，术语，黑话；v.使倾斜
[kən'tæŋkərəs] a.脾气坏的，好争吵的
['kæntəu] n.(长诗的)篇
['kænvəs] n.画布；帆布
['kænvəs] v.细查；拉选票
['kænjən] n.峡谷
[keip] n.披肩，短斗篷；海角
[kə'piləri] n.毛细血管
[kə'pitjuleit] v.(有条件地)投降
[kə'pri:s] n.怪想；变化无常，任性
[kə'priʃəs] a.怪想的；变化无常的，任性的
['kæpsju:l] n.荚；胶囊
['kæpʃən] n.标题
['kæpʃəs] a.吹毛求疵的
['kæptiveit] v.迷惑，吸引
['kæptʃə] v.俘获；夺取或赢得；n.战利品
[kə'rɑ:f] n.玻璃瓶
['kærəpeis] n.(蟹或龟等的)甲壳
['kɑ:bəu'haidreit] n.碳水化合物
[kɑ:'sinədʒən] n.致癌物
['kɑ:dinəl] a.最重要的；n.红衣主教
[,kɑ:di'ɔlədʒist] n.心脏病专家
[kə'res] n.爱抚，抚摸；v.爱抚或抚摸某人
['keəwɔ:n] a.受忧虑折磨的，饱经风霜的
['kɑ:ɡəu] n.(船、飞机等装载的)货物
[kærikə'tjuə] n.讽刺画；滑稽模仿
[kɑ:'nivərəs] a.肉食动物的
['kærəl] n.赞美诗，颂歌；v.欢唱
[kə'rauz] n.狂饮寻乐晚会
[kɑ:p] n.鲤鱼；v.吹毛求疵
['kɑ:pintə] n.木匠
['kæriən] n.腐肉
[kɑ:'tɔɡrəfə] n.绘制地图者
[kɑ:'tu:n] n.漫画
[kɑ:v] v.雕刻；（把肉等）切成片
[kɑ:st] n.演员阵容；剧团；v.扔；铸造
[kɑ:st] n.社会等级，等级
['kæstiɡeit] v.惩治，严责
[,kæsti'ɡeiʃn] n.惩罚，苛评
['kæʒuəl] a.偶然的
['kæʒjuəlti] n.伤亡事故；伤亡者
['kætəklizəm] n.剧变，灾难(常指大洪水或地震)
['kætəlɔɡ] n.目录；系列
['kætəlist] n.催化剂；促使事情发展的因素
[kə'tæstrəfi] n.突如其来的大灾难
[,kæti'ɡɔrikəl] a.无条件的，绝对的；分类的
['kætiɡəri] n.类别，范畴
['keitə] v.迎合；提供饮食及服务
['kætəpilə] n.毛毛虫，蝴蝶的幼虫
[kæ'θɑ:sis] n.宣泄；情感(受艺术作用而起的)净化
[kə'θi:drəl] n.总教堂，主教堂
['kæθəlik] a.普遍的；广泛的；(人)宽厚的
['kɔ:kəs] n.政党高层会议
[kɔ:k] v.填塞(隙缝使不漏水)
['kɔ:zəl] a.原因的，因果关系的
['kɔ:stik] a.腐蚀性的；刻薄的；n.腐蚀剂
['kɔ:təraiz] v.(用腐蚀性物质或烙铁)烧灼(表皮组织)以消毒或止血
[,kævə'liə] n.骑士，武士
['kævəlri] n.骑兵部队，装甲部队
['keiviæt] n.警告，告诫
['kævən] n.大洞穴
['kævil] v.挑毛病，吹毛求疵
['kæviti] n.(牙齿等的)洞，腔
[kə'vɔ:t] v.腾越，欢跃
[si:d] v.割让(土地权利)，放弃
['selibreitid] a.有名的，知名的
[si'lebriti] n.名声；知名人士
[si'lestjəl] a.天体的，天上的
['selə] n.地下室；酒窖
['tʃeləu] n.大提琴
[si'ment] n.水泥；胶粘剂；v.粘合，巩固
['sensə] v.审查，检查(书报)
['sensəs] n.人口统计
['sentɔ:] n.人头马怪物
['sentiɡreid] a.百分度的，摄氏温度计的
['sentrəlai'zeiʃən] n.集中；集权化
[sen'tjuəriən] n.古罗马的百人队长
[si'ræmik] n.陶瓷制品；a.陶器的
[si'ræmiks] n.制陶业；陶器
['siəriəl] n.谷类；谷类食品
['seribrəl] a.大脑的；运用理性的（非感性的）
[,seri'məunjəs] a.仪式隆重的
['seriməni] n.典礼，仪式
['sə:tənti] n.确定的事情
[,sə:tifi'keiʃən] n.证明
['sə:titju:d] n.确定无疑
[sə'seiʃən] n.中止，(短暂的)停止
['seʃən] n.割让，转让
[tʃeif] v.摩擦生热；擦痛；激怒
[tʃɑ:f] n.谷物的皮壳，米糠
['ʃæɡrin] v./n.失望，懊恼
['tʃælis] n.大酒杯；圣餐杯
[kə'mi:ljən] n.变色龙，蜥蜴；善变之人
['tʃæmpjən] n.冠军；斗士；拥护者；v.拥护
['tʃæmpjənʃip] n.冠军地位；锦标赛
['tʃɑ:nsələ] n.大臣，总理，首席法官，大学校长
[,ʃændi'liə] n.枝形吊灯(烛台)
[tʃɑ:nt] n.圣歌；v.歌唱或背诵
['keiɔs] n.混乱
['tʃæpəl] n.(附属于教堂或监狱等的)小教堂
[tʃɑ:] v.烧焦；使„燃烧成焦炭
[,kæriktə'ristik] a.有特色的；典型性的；n.与众不同的特征
[,kæriktərai'zeiʃən] n.描绘，刻画
['kæriktəraiz] v.描述或刻画„的特点
[ʃə'rɑ:d] n.用动作等表演文字意义的字谜游戏
[kə'rizmə] n.(大众爱戴的)领袖气质；魅力
['tʃæritəbl] a.仁慈的；宽厚的
['tʃæriti] n.仁慈；施舍
['ʃɑ:lətən] n.江湖郎中，骗子
[tʃɑ:m] n.魅力；咒语，咒符；v.吸引，迷住
['tʃɑ:tə] n.(公司)执照；宪章；v.包租车船
['tʃeəri] a.小心的，审慎的
[tʃeis] v.雕镂；追捕
['kæzəm] n.深渊，大沟；大差别
[tʃeist] a.贞洁的；朴实的
[tʃæs'taiz] v.（严惩）责打，体罚；谴责
[,ʃəuvi'nistik] a.沙文主义的，过分爱国主义的
[tʃek] v.使突然停止，阻止
[ʃef] n.主厨
[tʃe'ru:bik] a.(尤指孩子)胖乎乎而天真无邪的
[ʃi'keinəri] n.诡计，狡诈
[tʃaid] v.叱责，指责
[kai'miərə] n.神话怪物；不可能实现的梦幻
[tʃip] n.薄片，碎片；集成电路片
['tʃipmʌŋk] n.花栗鼠(像松鼠的美洲小动物)
['tʃizl] n.凿子；v.凿；欺骗
['ʃivəlrəs] a.武士精神的；对女人彬彬有礼的
[tʃɔis] a.上等的；精选的
['kwaiə] n.(教堂的)歌唱队
[tʃəuk] v.(使)窒息，阻塞
['kɔlərik] a.易怒的，暴躁的
[kɔ:d] n.和弦，和音
[,kɔ(:)ri'ɔɡrəfi] n.舞蹈；舞蹈编排
['kɔ:rəs] n.合唱队，歌舞团
[krə'mætik] a.彩色的，五彩的
['krəuməsəum] n.染色体
['krɔnik] a.慢性的，长期的
[kri'sænθ,əməm] n.菊，菊花
['tʃʌkl] v.轻声地笑
[tʃə:l] n.粗鄙之人
['sində] n.余烬，矿渣
['saifə] n.零；无影响力的人；密码
['sə:kit] n.环行，环行道；线路；电路
[sə(:)'kju(:)itəs] a.迂回的，绕圈子的
['sə:kjulə] a.圆形的
['sə:kjuleit] v.循环；流通；发行
[,sə:kju'leiʃən] n.循环，流通；发行额
[sə'kʌmfərəns] n.周围；圆周；周长
[,sə:kəmlə'kju:ʃən] n.迂回累赘的陈述
['sə:kəmskraib] v.限制
[,sə:kəm'stænʃəl] a.不重要的，偶然的；描述详细的
[,sə:kəm'vent] v.回避；用计谋战胜或规避
['sistən] n.贮水池
[sait] v.引用，引述
['sivl] a.国内的；公民的；文明的
[si'viljən] n.平民
[si'viliti] n.彬彬有礼，斯文
[kleim] v.要求或索要；n.声称拥有的权力
[kleə'vɔiəns] n.超人的洞察力
[klæm] n.蛤蜊，蛤肉；守秘密之人
['klæmə] v./n.吵闹，喧哗
[klæmp] n.钳子；v.钳紧
[klæn'destin] a.秘密的，暗中从事的
['klæniʃ] a.排他的，门户之见的
['klærifai] v.澄清
['klæriən] a.声音高而清晰的；n.尖音小号声；尖音小号
['klæriti] n.清楚
[klæʃ] v.冲突，撞击
[klɑ:sp] n.扣子；紧握
['klæsifai] v.分类，归类
[klɔ:z] n.从句；(法律等)条款
[klei] n.黏土
['kli:vidʒ] n.裂缝；分裂
[kli:v] v.劈开；分裂
['kli:və(r)] n.切肉刀
[kleft] n.裂缝；a.劈开的
['klemənsi] n.温和；仁慈，宽厚
['klemənt] a.温和的；仁慈的
[klaiɑn'tel] n.(医生、律师的)顾客，(商店的)常客
['klaimæks] n.顶点，高潮
[klintʃ] v.钉牢；最终解决
[kliŋ] v.紧抓住；舍不得放弃
['klinikəl] a.临床的；冷静客观的
[klip] n.（金属）夹子，别针；v.修剪
['klipə] n.大剪刀；快速帆船
[kli:k] n.朋党派系，小集团
[klɔɡ] n.障碍； v.阻塞
['klɔistə] n.修道院
['klɔzit] n.壁橱；a.秘密的
[klɔt] n.凝块；v.使凝结成块
['kləutʃə] n.辩论的终结(通过投票)
['klaudbə:st] n.大暴雨，豪雨
[klaut] n.用手猛击；权力，影响力
[klaun] n.小丑；v.扮小丑
['klɔiiŋ] a.甜得发腻的
['klʌmzi] a.笨拙的；拙劣的
['klʌstə] n.串，束，群；v.成群，成串
[kəu'æɡjulənt] n.凝结剂；凝血剂
[kəu'æɡjuleit] v.使凝结
[kəu,æɡju'leiʃən] n.凝固
[,kəuə'les] v.联合，合并
[,kəuə'liʃən] n.结合，联合
[kɔ:s] a.粗糙的；低劣的；粗俗的
['kɔ:sn] v.使某物变粗糙
[kəuks] v.哄诱，巧言诱哄
[kɔb] n.玉米棒子；雄天鹅
['kɔblə] n.补鞋匠
[kə'ku:n] n.茧
['kəudə] n.乐曲的尾声
['kɔdl] v.溺爱；悉心照料
[kəud] n.密码；法典；v.将某事物编写成密码
['kɔdifai] v.将法律、规则等编成法典
[kəu'ə:s] v.强迫；压制
[kəu'ə:ʃən] n.强制，高压统治
[kəu'i:vəl] a.同年代的
['kəudʒənt] a.有说服力的
['kɔdʒiteit] v.慎重仔细地思考，思索
['kɔɡnizəns] n.认识，察识，知识
['kɔɡnizənt] a.知道的，认识的
[kəu'hæbit] v.共栖
[kəu'hiərənt] a.连贯的，一致的
[kəu'hi:ʒən] n.（人、物）内聚力，凝聚力
[kəu'hi:siv] a.凝聚的
[,kəuin'said] v.巧合；一致
['kʌləndə(r)] n.滤器，漏勺
['kəuld'blʌdid] a.[生]冷血的；残酷的
[kə'læbəreit] v.合作，协作；通敌
[kə'lɑ:ʒ] n.拼贴画
[kə'læps] v.坍塌，塌陷；虚脱，晕倒
['kɔlə] n.衣领；戴在动物颈部的项圈
[kɔ'leit] v.对照，核对
[kə'lætərəl] a.平行的；旁系的，次要的，附属的；n.担保品
[kə'lektid] a.泰然自若的
[kə'lekʃən] n.收藏品
[kə'liʒən] n.碰撞，冲突
[kə'ləukwiəl] a.口语的，口头的
[kə'ləukwiəm] n.学术讨论会
[kə'lu:d] v.串通，共谋
[kəu'lən] n.冒号
['kɔlənaiz] v.建立殖民地
[,kɔlə'neid] n.柱廊(一排柱子长廊)
['kɔləni] n.菌群；殖民地
[kʌlə'reiʃən] n.着色法，染色法；颜色，色泽
[kə'lɔsl] a.巨大的，庞大的
[kə'lɔsəs] n.巨人；巨型雕像
['kəultiʃ] a.似小马的；不受拘束的
['kəumə] n.昏迷状态
['kəumətəus] a.昏迷的
['kɔmbət] n./v.格斗，搏斗
[kəm'bʌstəbl] a.易燃的；易激动的
[kə,medi'en] n.说笑话、演滑稽剧等的女演员
['kʌmli] a.吸引人的，美丽的
['kɔmik] a.可笑的；喜剧的；n.喜剧演员
['kɔmiti] n.礼让，礼仪
['kɔmə] n.逗号
[kə'meməreit] v.纪念(伟人、大事件等)
[kə'mens] v.开始，倡导
[kə'mensmənt] n.开始；(大学的)毕业典礼
[kə'menʃərit] a.同样大小的；相称的
['kɔməntəri] n.实况报道；(对书等的)集注
[kɔ'miŋɡl] v.搀和，混合
[kə'miʃən] n.委托；佣金
[kə'mit] v.托付；承诺；犯罪
[kə'mitid] a.(对事业，本职工作等)尽忠的
[kə'məudiəs] a.宽敞的
[kə'mɔditi] n.商品
['kɔmənpleis] a.平常的，平庸的
[,kɔmən'sens] a.具有常识的
['kɔmənwelθ] n.共和国，联邦
[kə'məuʃən] n.骚动，动乱
['kɔmjunl] a.全体共用的，共享的
[kə'mju:n] n.公社；v.与某人亲密地交谈
[kə'mju:nikeit] v.传送信息，沟通
[kə'mju:t] v.交换；坐公交车上下班
['kɔmpækt] a.结实的；简洁明了的；n.合同，协议
[kəm'pænjən] n.同伴，同伙；受雇的陪伴人
[kəm'pærisn] n.比较，对照；比喻
[kəm'pɑ:tmənt] n.隔间，车厢
['kʌmpəs] n.指南针，罗盘；界限，范围
[kəm'pæʃən] n.同情，怜悯
[kəm'pæʃənit] a.有同情心的
[kəm'pætəbl] a.和谐共处的，相容的
[kəm'pætriət] n.同胞，同国人
[kəm'pel] v.强迫
[kəm'peliŋ] a.引起兴趣的
[kəm'pendiəm] n.简要，概略
['kɔmpənseit] v.补偿，赔偿
[kəm'pensətəri] a.补偿性的，报酬的
[kəm'pi:t] v.竞争，对抗
['kɔmpətəns] n.胜任，能力
[kəm'pail] v.汇集；编辑
[kəm'pleisənsi] n.满足，安心
[kəm'pleisnt] a.自满的，得意的
[kəm'pleizəns] n.彬彬有礼，殷勤，柔顺
[kəm'pleizənt] a.顺从的，讨好的
[kɔmplə'mentəri] a.互补的
[kəm'plaiəns] n.顺从，遵从
[kəm'plaiənt] a.服从的，顺从的
['kɔmplikeit] v.使某事复杂化
['kɔmplimənt] n./v.恭维，称赞
[kəm'plai] v.遵循，顺从
[kəm'pəunənt] n.成分，零部件
[kəm'pəuz] v.写，创作；组成
[kəm'pəuzd] a.镇定的，沉着的
[kɔm'pəuzə] n.作曲家
['kɔmpɔst] n.混合肥料
[kəm'pəuʒə] n.镇静，沉着；自若
['kɔmpaund] n.复合物；v.掺和
[,kɔmpri'hend] v.理解；包括
[,kɔmpri'hensəbl] a.能充分理解的
[,kɔmpri'hensiv] a.全面的，综合的
[kəm'pres] v.压缩，浓缩
['kɔmprəmaiz] v.妥协，折中；危害
[kəm'pʌlʃ(ə)n] n.强迫；难以抗拒的冲动，欲望
[kəm'pʌŋkʃ(ə)n] n.懊悔，良心不安
[kɔn'kætineit] v.连结；连锁
['kɔn'keiv] a.凹的
[kən'si:l] v.隐藏，隐瞒
[kən'si:d] v.承认(为正确)；让步
[kən'si:t] n.自负，自大
[kən'si:v] v.想像，构想；怀孕
['kɔnsəntreit] v.集中，浓缩
[kən'sepʃən] n.概念；开始
[kən'tʃerto] n.协奏曲
[kən'seʃən] n.让步
[kən'silieit] v.安抚，使和解，调和
[kən'siliətəri] a.抚慰的，调和的
[kən'sais] a.简洁的
['kɔŋkleiv] n.秘密会议
[kən'klu:siv] a.最后的，结论的；确凿的，消除怀疑的
[kən'kɔmitənt] a.伴随而来的
['kɔŋkɔ:d] n.和睦；公约
['kɔnkri:t] a.具体存在的；n.混凝土
[kən'kə:] v.意见相同，一致
[kən'kʌʃən] n.脑震荡；强烈震动
[kən'dem] v.极力谴责；判刑
[kən'dens] v.浓缩
[kɔndi'send] v.屈尊，俯就
[kɔndi'sendiŋ] a.谦逊的，故意屈尊的
[kən'dəun] v.宽恕，原谅
[kən'dju:siv] a.有助于„的
['kɔndʌkt, kən'dʌkt] n.品德，行为；v.领导，引导
['kɔndit] n.渠道，引水道；水管
[kəun] n.松果；圆锥体
[kən'fekʃən] n.甜食，糖果
[kən'fedərəsi] n.联盟或同盟
[kən'fə:] v.讨论，商谈；赠予
['kɔnfərəns] n.讨论会，协商会
[kən'fes] v.承认，供认
[kən'faid] v.（信赖的）倾诉
['kɔnfidəns] n.信任，自信，信心
[kɔnfi'denʃəl] a.机密的
[kən,fiɡju'reiʃən] n.结构，配置；轮廓
['kɔnfain] v.限制，禁闭
[kən'fə:m] v.证实，证明
['kɔnfiskeit] v.没收；充公
[,kɔnflə'ɡreiʃən] n.建筑物或森林大火
[kən'fleit] v.合并
['kɔnflikt, kən'flikt] v./n.斗争，战斗；冲突，抵触
[kən'fɔ:m] v.符合或遵守公认的规则
[kɔn'fɔ:mist] n.尊奉者，英国国教徒
[kən'fɔ:miti] n.一致，遵从；顺从
[kən'faund] v.使迷惑，搞混
[kən'frʌnt] v.面临；对抗
[kən'dʒi:l] v.冻结，凝固
[kən'dʒi:njəl] a.意气相投的；性情好的
[kən'dʒest] v.使拥挤；充血
[kɔn'ɡlɔmərit] v.集聚成团
['kɔŋɡriɡeit] v.聚集，集合
['kɔŋɡruənt] a.(形状大小)全等的，一致的
['kɔŋɡruəs] a.一致的，符合的；[数]全等的
['kəunifə] n.针叶树
[kən'dʒektʃə] v./n.推测，臆测
[kən'dʒɔin] v.使结合
[kən'dʒʌŋkʃən] n.联合；连词
['kʌndʒə] v.恳求，祈求；变魔术，变戏法
[kə'naiv] v.默许；纵容(错误)；共谋(阴谋)
[,kɔni'sə:] n.鉴赏家，行家
[,kɔnəu'teiʃən] n.言外之意，含蓄义
['kɔŋkə] v.以武力征服
['kɔŋkwest] n.征服；战利品
['kɔnʃəns] n.良心，是非感
[,kɔnʃi'enʃəs] a.小心尽责的；小心谨慎的
['kɔnskript] v.强行征兵，征召
[kən'sensəs] n.意见一致
[kən'sent] v.同意，允许
['kɔnsikwəns] n.结果；重要性；价值
[,kɔnsi'kwenʃəl] a.傲慢的，自以为是的
[kən'sə:vətiv] a.保守的，守旧的
[kən'sə:vətri] n.温室；音乐、艺术学院
[kən'sə:v] v.保全，保存
[kən'sidərəbl] a.相当多的；值得考虑的
[kən'sain] v.托运；托人看管
[kən'sistənsi] n.一致性；坚实度，可靠性；不矛盾
[kən'sistənt] a.前后一致的
[kən'səul] v.安慰，抚慰
[kən'sɔlideit] v.巩固；(使)坚强；合并
[kən,sɔli'deiʃən] n.合并，巩固
['kɔnsənənt] a.调和的，一致的
[kən'spikjuəs] a.显著的，显而易见的
[kən'spirəsi] n.共谋，阴谋
[kən'spaiə] v.阴谋，共谋
['kɔnstənt] a.稳定的，不变的; n.常数
[kɔnstə'leiʃən] n.星座，星群；一群杰出人物
[,kɔnstə(:)'neiʃən] n.大为吃惊，惊骇
[kən'stitjuənt] n.成分；选区内的选民
['kɔnstitju:t] v.组成，构成；建立
[,kɔnsti'tju:ʃən] n.宪法；人的体质
[,kɔnsti'tju:ʃənəl] a.章程的，法规的；素质上的，本质的
[kən'strein] v.束缚，强迫；限制
[kən'streind] a.束缚的，节制的
[kən'streint] n.强制，强迫；对感情的压抑
[kən'strikt] v.压缩，收缩
[kən'strʌkt] v.建筑，构成
[kən'stru:] v.解释；口头翻译
['kɔnsəl] n.领事
[kən'sʌmit；'kɑnsəmet]a.完全的，完善的；v.完成
['kɔntækt] n./v.接触；互通信息
[kən'teidʒəs] a.(病)易传染的；（人、精神）有感染力的
[kən'tein] v.包含，含有；控制；阻止，遏制
[kən'teinmənt] n.阻止，遏制
